,OverallQual,GrLivArea,TotalBsmtSF,GarageCars,FullBath,YearBuilt,SalePrice,ExterQual_E,BsmtQual_E,FireplaceQu_E,HeatingQC_E,GarageFinish_E,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker
362,7,7.56164174559,0.0,2.0,3,1.04607836559,12.1985443791,4,0.0,5,5,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,6,6.89568269775,6.18208490672,1.0,1,0.0226869906629,11.6784399034,3,3.0,0,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,6,7.36201055126,6.68085467879,2.0,2,0.154737490653,12.1547793511,3,4.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,5,7.20414929204,6.51174532964,1.0,1,-1.69396950921,11.8981878658,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,6,7.24064969426,7.24064969426,2.0,1,-0.274426634315,11.9766594812,3,4.0,4,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367,6,7.26682734752,7.00306545879,1.0,1,-0.307439259312,12.0137007529,3,4.0,4,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,5,7.14598446771,7.14598446771,1.0,1,-0.571540259292,11.7905572016,3,3.0,4,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
369,5,7.16084590666,6.9697906699,2.0,1,-0.406477134305,11.9953516142,3,3.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,6,7.41758040241,6.86066367145,2.0,2,0.947040490593,12.0575726372,3,4.0,3,5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,4,7.37086016654,0.0,2.0,2,-0.406477134305,11.808813774,3,0.0,4,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,6,6.6240652278,6.61338421838,1.0,1,0.418838490633,11.7360690163,3,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,5,7.18538701558,6.41181826771,1.0,1,-0.60455288429,11.7199396344,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,7,7.56475701291,6.74288063579,2.0,2,1.04607836559,12.2991075115,4,4.0,4,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1,6.8079349437,6.52795791762,0.0,0,-1.62794425921,11.0186291432,2,2.0,0,4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,5,6.81892406528,6.76964197685,2.0,1,0.814989990603,11.9049675527,4,4.0,0,5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,8,7.81075811653,7.36581283721,2.0,3,1.07909099058,12.7367008966,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378,9,7.52671756135,7.52671756135,3.0,1,1.27716674057,12.8852020343,4,5.0,5,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379,6,7.49609734518,6.89060912015,2.0,2,0.947040490593,12.0951410848,3,4.0,3,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,5,7.43366654017,6.93439720993,1.0,2,-1.56191900922,11.7519423654,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381,7,7.17165682277,7.16549347506,2.0,2,1.14511624058,12.1428665696,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,7,7.49443021503,6.84587987526,2.0,2,1.14511624058,12.2713921117,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,6,6.66568371778,6.66568371778,2.0,1,-1.42986850923,11.2384886193,3,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384,6,7.5776338326,7.36581283721,2.0,2,0.682939490613,12.3883942023,4,4.0,2,5,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,8,7.14677217945,7.13648320859,2.0,2,1.07909099058,12.165250651,4,4.0,3,5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,5,7.07749805357,6.4907235345,0.0,1,-2.02409575918,11.3022044337,3,3.0,0,3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,6,7.0264268087,6.94889722231,1.0,1,0.154737490653,11.7360690163,3,3.0,2,5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,7,7.29979736676,7.29233717617,2.0,2,0.914027865596,12.160028707,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,10,7.75491027202,7.42833319419,3.0,2,1.17812886558,12.9621946253,5,5.0,5,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
390,5,7.22110509818,6.75925527066,1.0,1,-2.35422200916,11.6868787721,3,3.0,0,5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,6,7.58171964013,6.69084227742,2.0,2,0.980053115591,12.2783933071,3,5.0,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,5,6.7833252006,0.0,1.0,1,-0.406477134305,11.5759002641,3,0.0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,4,6.67076632085,6.67076632085,0.0,1,-1.00070438426,11.512925465,3,3.0,3,3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,5,6.9421567057,6.60123011873,1.0,1,-1.03371700926,11.5991031612,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395,5,7.04315991599,7.04315991599,1.0,1,-0.505515009297,11.7675676833,3,3.0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,5,6.79682371827,6.79682371827,2.0,1,0.0226869906629,11.7199396344,3,3.0,0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,5,7.50273821075,6.76272950693,1.0,2,-0.307439259312,12.0406082058,3,3.0,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398,5,6.98286275147,6.86901445067,1.0,1,-1.69396950921,11.1124478984,3,2.0,0,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,7,7.34665516318,6.99668148818,2.0,2,1.14511624058,12.3925522125,4,4.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,8,7.16162200294,7.13966033596,2.0,1,0.814989990603,12.4110522262,4,4.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,7,7.17854548376,7.17854548376,2.0,2,1.11210361558,12.013640145,4,4.0,4,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,5,6.51174532964,6.51174532964,1.0,1,-1.03371700926,11.5898865061,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403,8,7.72488843932,7.04053639022,2.0,2,0.881015240598,12.4607148639,4,4.0,3,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
404,6,7.36073990306,6.69332366827,2.0,2,0.781977365606,12.0317192584,3,4.0,3,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,4,7.39079852174,7.15617663748,2.0,2,0.154737490653,11.9183905731,3,3.0,3,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,6,7.40245152082,6.97073007814,1.0,1,-1.16576750925,11.6526874073,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
407,6,7.42714413341,6.73459165997,1.0,2,-1.8590326342,12.0839050116,3,4.0,0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,7,7.68386398026,6.9697906699,3.0,2,1.14511624058,12.5425448822,4,5.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
409,8,7.63964228786,6.9421567057,3.0,2,1.17812886558,12.735965332,4,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,5,7.15226885603,7.15226885603,1.0,1,-0.439489759302,11.0020998412,3,3.0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,5,6.96318998587,6.96318998587,2.0,1,-0.538527634295,11.8844890214,3,3.0,0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,7,7.29912146271,7.2936977206,2.0,2,1.24415411557,12.3104326609,5,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
413,5,6.93634273583,6.91671502035,2.0,1,-1.46288113423,11.6526874073,3,3.0,4,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,7,7.64873978896,6.98564181764,3.0,2,0.715952115611,12.3371009079,4,4.0,3,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415,7,7.20117088328,7.20117088328,2.0,2,1.17812886558,12.1069923678,4,4.0,0,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,6,7.24494154634,6.51174532964,2.0,1,0.220762740648,11.9150516718,3,3.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417,6,7.87283617503,7.22329567956,3.0,2,-1.7599947592,12.3842188309,3,4.0,4,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,5,7.03438792992,6.62936325344,1.0,1,-1.03371700926,11.7440371859,3,3.0,0,2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,5,6.96318998587,6.96318998587,1.0,1,-0.109363509327,11.8635823366,3,3.0,2,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,7,7.20414929204,7.20414929204,4.0,2,0.848002615601,12.2370866991,3,4.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
421,6,7.37963215261,7.37963215261,2.0,2,0.18775011565,12.2783933071,4,4.0,3,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
422,5,6.89669433162,6.89669433162,2.0,1,-0.571540259292,11.6351430977,3,3.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,8,7.87511928104,7.2936977206,3.0,2,0.881015240598,12.6603279178,4,4.0,3,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,6,7.08757370556,7.08757370556,1.0,1,-0.505515009297,11.8422292121,3,4.0,4,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425,7,7.23705902612,6.48004456193,1.0,1,-0.835641259272,11.8130300574,3,3.0,4,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
426,7,7.4054956632,7.3258075026,2.0,2,0.583901615621,12.5245263766,4,4.0,3,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,4,6.8112443786,6.8112443786,1.0,1,-0.4725023843,11.599176553,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428,7,7.09754885061,7.09754885061,2.0,2,1.17812886558,12.1828040186,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,6,7.25347038268,7.23921497378,2.0,2,0.550888990623,12.0725412529,3,4.0,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,6,6.89568269775,6.18208490672,1.0,1,-0.0103256343346,11.3551013798,3,3.0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,6,7.08924315503,6.80461452006,0.0,1,-1.69396950921,11.2885311318,3,3.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
432,5,7.21964204013,6.64118216974,2.0,1,-0.0103256343346,11.715866309,3,3.0,0,5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,6,7.38087903556,6.83195356557,2.0,2,0.848002615601,12.1062523102,3,4.0,3,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,4,6.44730586254,6.44730586254,0.0,1,0.0226869906629,11.3022044337,3,4.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,7,7.41577697542,6.68461172767,2.0,2,0.814989990603,12.2643415537,4,4.0,3,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,6,7.02019070831,6.4754327167,2.0,1,-1.69396950921,11.6613454701,3,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,6,6.8079349437,6.78558764501,1.0,1,-1.49589375922,11.6868787721,4,3.0,0,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,5,6.54391184556,6.08904487545,1.0,1,-1.92505788419,11.411446296,3,3.0,4,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,6,7.08757370556,6.52941883826,2.0,1,-1.69396950921,11.6082356448,3,3.0,0,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,10,7.78447323574,8.03754318512,3.0,2,1.21114149057,13.2267233927,5,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
441,4,7.273092596,7.273092596,0.0,2,-0.538527634295,11.6784399034,3,3.0,0,3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,5,7.36137542898,6.98378996526,2.0,2,-1.36384325923,12.0008917946,3,3.0,4,3,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,7,7.13807303404,7.13807303404,3.0,2,1.14511624058,12.0581525155,4,5.0,4,5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,7,7.55433482373,6.82001636467,2.0,2,0.748964740608,12.2548628097,4,4.0,3,5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,6,7.43248380792,7.27031288608,2.0,1,-0.505515009297,11.7558716436,3,3.0,4,2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,6,7.5438028675,7.32514895796,2.0,2,-0.175388759322,12.1547793511,4,3.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,7,7.54274354537,6.83625927728,2.0,2,0.881015240598,12.2055725205,4,4.0,3,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,6,7.22766249873,6.66057514984,1.0,2,-1.13275488425,11.6910716504,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,3,7.07665381544,6.47697236289,1.0,1,-0.769616009277,11.6952470218,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,6,6.701960366,6.701960366,1.0,1,-1.36384325923,11.6082356448,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
451,7,7.33563398193,7.33563398193,2.0,2,0.121724865655,12.5425448822,3,4.0,3,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,6,7.47136308819,6.77193555584,2.0,2,0.814989990603,12.2258752728,4,5.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,8,7.37211802834,6.64509096951,2.0,2,1.21114149057,12.2548628097,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,5,7.45529848568,7.45529848568,2.0,2,0.154737490653,12.1441972418,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,7,7.12528309151,7.12528309151,2.0,1,0.0556996156604,12.0753943219,3,3.0,3,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,5,7.20414929204,6.43775164974,3.0,1,-1.8260200092,11.4927227577,3,3.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
457,4,7.41697962138,7.21890970762,2.0,1,-0.571540259292,12.4529327235,3,4.0,4,5,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,8,7.41878088275,6.37842618365,1.0,1,-1.52890638422,11.989159644,3,3.0,4,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,5,7.09340462587,6.56526497004,1.0,1,-0.703590759282,11.6082356448,3,3.0,3,3,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,8,7.56837926784,6.72503364217,2.0,2,1.24415411557,12.4815619372,4,4.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461,7,7.03526859928,6.32972090552,2.0,1,-1.16576750925,11.9511803959,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462,5,6.76272950693,6.76272950693,1.0,1,-0.20840138432,11.0410480813,3,3.0,1,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463,6,7.41517510961,6.57368016696,1.0,1,-1.23179275924,12.1479137314,3,3.0,4,2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,5,6.94793706861,6.94793706861,0.0,2,0.220762740648,11.7280368446,3,4.0,0,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,7,7.25488481008,7.22693601849,2.0,2,1.07909099058,12.0936875149,4,4.0,3,5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,7,7.15305163494,7.15305163494,2.0,1,-0.0433382593321,12.0257490914,3,3.0,1,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
467,5,7.4054956632,6.59167373201,1.0,1,-0.967691759262,11.8947807074,3,3.0,4,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,8,7.39939808333,7.39449310722,3.0,2,1.14511624058,12.4292161968,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
469,6,7.44483327389,6.72503364217,2.0,2,0.715952115611,12.1388638958,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,8,7.31521838975,7.30586003268,2.0,1,0.451851115631,12.2643415537,4,4.0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,7,7.58578882173,6.69579891706,2.0,2,0.18775011565,12.1547793511,3,4.0,4,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,6,6.97821374263,6.30627528695,2.0,1,1.11210361558,11.9049675527,3,4.0,0,5,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,8,7.58933582317,7.58933582317,3.0,2,1.14511624058,12.9945300059,4,5.0,5,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,8,7.41034709782,7.30988148582,2.0,2,0.947040490593,12.4332082181,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,5,6.87832646829,6.87832646829,2.0,1,-0.274426634315,11.7943379244,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
476,6,7.30921236569,7.29912146271,2.0,2,0.848002615601,12.2496109475,3,4.0,3,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,9,7.88004820097,7.67508185772,3.0,2,1.14511624058,12.8479265317,5,4.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
478,8,7.44949800538,7.44190672805,3.0,2,1.17812886558,12.6014874178,4,5.0,4,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,4,7.03174125876,6.8112443786,2.0,1,-1.13275488425,11.4016698294,3,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
480,9,7.52348131257,7.51425465282,3.0,2,1.07909099058,12.6946526603,4,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
481,9,7.49164547361,7.49164547361,3.0,2,1.04607836559,12.8320110764,4,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
482,7,7.51043055638,6.81454289726,1.0,1,-1.8590326342,11.9511803959,4,3.0,4,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,6,7.10414409299,7.10414409299,2.0,2,0.881015240598,12.0076217068,3,5.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,5,6.90775527898,6.90775527898,1.0,1,-0.307439259312,11.7943379244,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
485,5,7.01571242049,7.01571242049,1.0,1,-0.703590759282,11.8981878658,4,3.0,4,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
486,5,6.97914527507,6.97914527507,2.0,1,-0.20840138432,11.9576112862,3,3.0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
487,5,7.30317005124,7.30317005124,2.0,2,-0.0103256343346,12.0725412529,3,4.0,3,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
488,5,7.78945456609,6.86171134048,2.0,2,-2.35422200916,11.9829290942,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,4,6.44730586254,6.44730586254,1.0,1,-0.0433382593321,11.3621025752,3,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,5,7.17395831976,5.57972982599,1.0,1,0.154737490653,11.6526874073,3,4.0,4,3,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,6,7.36454701426,6.69332366827,1.0,1,-1.00070438426,11.7981044072,3,3.0,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
492,6,7.2841348062,6.59167373201,2.0,2,1.14511624058,12.059803326,4,4.0,0,4,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,5,7.14677217945,7.14677217945,1.0,1,-0.373464509307,11.9511803959,3,3.0,2,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
494,5,6.78784498231,5.25227342805,1.0,1,-1.09974225925,11.4219060666,3,2.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,4,6.58063913728,6.58063913728,0.0,1,-1.69396950921,10.4602421082,3,3.0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
